racename,precinctname,Choice,Election Day,"Vote
By
Mail",Early Votes,Provisional,Total Votes,Percentage
Representative in Congress District 22,R010,Ted Deutch (DEM),-,-,-,-,386,49.17%
Representative in Congress District 22,R011,Nicolas Kimaz (REP),165,132,175,0,472,45.65%
Representative in Congress District 22,R011,Ted Deutch (DEM),-,-,-,-,562,54.35%
Representative in Congress District 22,R012,Nicolas Kimaz (REP),-,-,-,-,456,42.03%
Representative in Congress District 22,R012,Ted Deutch (DEM),-,-,-,-,629,57.97%
Representative in Congress District 22,R013,Nicolas Kimaz (REP),-,-,-,-,"1,286",49.94%
Representative in Congress District 22,R013,Ted Deutch (DEM),213,413,663,0,"1,289",50.06%
Representative in Congress District 22,R014,Nicolas Kimaz (REP),72,111,163,0,346,37.73%
Representative in Congress District 22,R014,Ted Deutch (DEM),-,-,-,-,571,62.27%
Representative in Congress District 22,R015,Nicolas Kimaz (REP),-,-,-,-,"1,038",47.86%
Representative in Congress District 22,R015,Ted Deutch (DEM),-,-,-,-,"1,131",52.14%
Representative in Congress District 22,R016,Nicolas Kimaz (REP),99,111,171,0,381,30.63%
Representative in Congress District 22,R016,Ted Deutch (DEM),181,244,438,0,863,69.37%
Representative in Congress District 22,R017,Nicolas Kimaz (REP),24,24,37,0,85,23.81%
Representative in Congress District 22,R017,Ted Deutch (DEM),65,73,134,0,272,76.19%
Representative in Congress District 22,R018,Nicolas Kimaz (REP),-,-,-,-,340,24.58%
Representative in Congress District 22,R018,Ted Deutch (DEM),-,-,-,-,"1,043",75.42%
Representative in Congress District 22,R019,Nicolas Kimaz (REP),114,68,109,0,291,30.34%
Representative in Congress District 22,R019,Ted Deutch (DEM),167,186,315,0,668,69.66%
Representative in Congress District 22,R020,Nicolas Kimaz (REP),51,25,78,0,154,25.93%
Representative in Congress District 22,R020,Ted Deutch (DEM),-,-,-,-,440,74.07%
Representative in Congress District 22,R021,Nicolas Kimaz (REP),60,34,81,0,175,14.58%
Representative in Congress District 22,R021,Ted Deutch (DEM),-,-,-,-,"1,025",85.42%
Representative in Congress District 22,R022,Nicolas Kimaz (REP),-,-,-,-,1,33.33%
Representative in Congress District 22,R022,Ted Deutch (DEM),-,-,-,-,2,66.67%
Representative in Congress District 22,R031,Nicolas Kimaz (REP),-,-,-,-,23,25.84%
Representative in Congress District 22,R031,Ted Deutch (DEM),-,-,-,-,66,74.16%
Representative in Congress District 22,R032,Nicolas Kimaz (REP),-,-,-,-,"1,025",39.50%
Representative in Congress District 22,R032,Ted Deutch (DEM),-,-,-,-,"1,570",60.50%
Representative in Congress District 22,R033,Nicolas Kimaz (REP),-,-,-,-,4,16.67%
Representative in Congress District 22,R033,Ted Deutch (DEM),-,-,-,-,20,83.33%
Representative in Congress District 22,R034,Nicolas Kimaz (REP),-,-,-,-,609,30.91%
Representative in Congress District 22,R034,Ted Deutch (DEM),-,-,-,-,"1,361",69.09%
Representative in Congress District 22,R035,Nicolas Kimaz (REP),151,91,123,0,365,43.40%
Representative in Congress District 22,R035,Ted Deutch (DEM),129,128,219,0,476,56.60%
Representative in Congress District 22,R036,Nicolas Kimaz (REP),142,155,155,0,452,52.38%
Representative in Congress District 22,R036,Ted Deutch (DEM),-,-,-,-,411,47.62%
Representative in Congress District 22,R037,Nicolas Kimaz (REP),151,178,157,0,486,52.48%
Representative in Congress District 22,R037,Ted Deutch (DEM),88,185,167,0,440,47.52%
Representative in Congress District 22,R038,Nicolas Kimaz (REP),-,-,-,-,215,62.50%
Representative in Congress District 22,R038,Ted Deutch (DEM),-,-,-,-,129,37.50%
Representative in Congress District 22,R039,Nicolas Kimaz (REP),297,222,188,0,707,54.43%
Representative in Congress District 22,R039,Ted Deutch (DEM),224,208,160,0,592,45.57%
Representative in Congress District 22,R040,Nicolas Kimaz (REP),-,-,-,-,"1,189",51.79%
Representative in Congress District 22,R040,Ted Deutch (DEM),-,-,-,-,"1,107",48.21%
Representative in Congress District 22,R041,Nicolas Kimaz (REP),-,-,-,-,220,27.81%
Representative in Congress District 22,R041,Ted Deutch (DEM),142,190,239,0,571,72.19%
Representative in Congress District 22,R042,Nicolas Kimaz (REP),91,69,63,0,223,41.07%
Representative in Congress District 22,R042,Ted Deutch (DEM),97,113,110,0,320,58.93%
Representative in Congress District 22,R043,Nicolas Kimaz (REP),239,119,158,0,516,39.30%
Representative in Congress District 22,R043,Ted Deutch (DEM),268,254,275,0,797,60.70%
Representative in Congress District 22,R044,Nicolas Kimaz (REP),28,19,11,0,58,32.77%
Representative in Congress District 22,R044,Ted Deutch (DEM),-,-,-,-,119,67.23%
Representative in Congress District 22,R045,Nicolas Kimaz (REP),-,-,-,-,308,34.34%
Representative in Congress District 22,R045,Ted Deutch (DEM),210,155,224,0,589,65.66%
Representative in Congress District 22,R046,Nicolas Kimaz (REP),160,186,347,0,693,41.77%
Representative in Congress District 22,R046,Ted Deutch (DEM),144,317,505,0,966,58.23%
Representative in Congress District 22,R047,Nicolas Kimaz (REP),164,73,86,0,323,34.58%
Representative in Congress District 22,R047,Ted Deutch (DEM),-,-,-,-,611,65.42%
Representative in Congress District 22,R048,Nicolas Kimaz (REP),123,65,109,0,297,37.36%
Representative in Congress District 22,R048,Ted Deutch (DEM),-,-,-,-,498,62.64%
Representative in Congress District 22,R049,Nicolas Kimaz (REP),183,118,133,0,434,40.04%
Representative in Congress District 22,R049,Ted Deutch (DEM),207,159,284,0,650,59.96%
Representative in Congress District 22,R050,Nicolas Kimaz (REP),-,-,-,-,13,18.31%
Representative in Congress District 22,R050,Ted Deutch (DEM),32,14,12,0,58,81.69%
Representative in Congress District 22,R052,Nicolas Kimaz (REP),10,13,15,0,38,43.68%
Representative in Congress District 22,R052,Ted Deutch (DEM),-,-,-,-,49,56.32%
Representative in Congress District 22,R053,Nicolas Kimaz (REP),-,-,-,-,629,43.74%
Representative in Congress District 22,R053,Ted Deutch (DEM),-,-,-,-,809,56.26%
Representative in Congress District 22,R054,Nicolas Kimaz (REP),-,-,-,-,218,34.17%
Representative in Congress District 22,R054,Ted Deutch (DEM),-,-,-,-,420,65.83%
Representative in Congress District 22,R055,Nicolas Kimaz (REP),88,106,115,0,309,50.24%
Representative in Congress District 22,R055,Ted Deutch (DEM),-,-,-,-,306,49.76%
Representative in Congress District 22,R057,Nicolas Kimaz (REP),20,24,28,0,72,12.48%
Representative in Congress District 22,R057,Ted Deutch (DEM),-,-,-,-,505,87.52%
Representative in Congress District 22,R058,Nicolas Kimaz (REP),127,38,74,0,239,33.15%
Representative in Congress District 22,R058,Ted Deutch (DEM),190,113,179,0,482,66.85%
Representative in Congress District 22,R059,Nicolas Kimaz (REP),116,88,102,0,306,40.32%
Representative in Congress District 22,R059,Ted Deutch (DEM),130,154,169,0,453,59.68%
Representative in Congress District 22,R060,Nicolas Kimaz (REP),122,48,91,0,261,24.17%
Representative in Congress District 22,R060,Ted Deutch (DEM),254,182,383,0,819,75.83%
Representative in Congress District 22,R061,Nicolas Kimaz (REP),127,50,35,0,212,37.86%
Representative in Congress District 22,R061,Ted Deutch (DEM),-,-,-,-,348,62.14%
Representative in Congress District 22,R065,Nicolas Kimaz (REP),52,29,54,0,135,39.94%
Representative in Congress District 22,R065,Ted Deutch (DEM),-,-,-,-,203,60.06%
Representative in Congress District 22,R066,Nicolas Kimaz (REP),-,-,-,-,222,44.40%
Representative in Congress District 22,R066,Ted Deutch (DEM),108,83,87,0,278,55.60%
Representative in Congress District 22,R067,Nicolas Kimaz (REP),120,78,87,0,285,36.77%
Representative in Congress District 22,R067,Ted Deutch (DEM),-,-,-,-,490,63.23%
Representative in Congress District 22,R068,Nicolas Kimaz (REP),-,-,-,-,348,46.77%
Representative in Congress District 22,R068,Ted Deutch (DEM),131,117,148,0,396,53.23%
Representative in Congress District 22,Z003,Nicolas Kimaz (REP),-,-,-,-,327,35.31%
Representative in Congress District 22,Z003,Ted Deutch (DEM),-,-,-,-,599,64.69%
Representative in Congress District 22,Z005,Nicolas Kimaz (REP),29,15,16,0,60,19.87%
Representative in Congress District 22,Z005,Ted Deutch (DEM),105,52,85,0,242,80.13%
Representative in Congress District 22,Z073,Nicolas Kimaz (REP),21,54,44,0,119,41.61%
Representative in Congress District 22,Z073,Ted Deutch (DEM),13,106,48,0,167,58.39%
