racename,precinctname,Choice,Election Day,"Vote
By
Mail",Early Votes,Provisional,Total Votes,Percentage
Representative in Congress District 23,S006,Debbie Wasserman Schultz (DEM),156,125,121,0,402,57.18%
Representative in Congress District 23,S006,Don Endriss (NPA),-,-,-,-,6,0.85%
Representative in Congress District 23,S006,"Timothy A. ""Tim"" Canova (NPA)",30,16,16,0,62,8.82%
Representative in Congress District 23,S007,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,309,44.40%
Representative in Congress District 23,S007,Debbie Wasserman Schultz (DEM),-,-,-,-,331,47.56%
Representative in Congress District 23,S007,Don Endriss (NPA),-,-,-,-,16,2.30%
Representative in Congress District 23,S007,"Timothy A. ""Tim"" Canova (NPA)",10,14,16,0,40,5.75%
Representative in Congress District 23,S008,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,444,34.37%
Representative in Congress District 23,S008,Debbie Wasserman Schultz (DEM),-,-,-,-,768,59.44%
Representative in Congress District 23,S008,Don Endriss (NPA),-,-,-,-,20,1.55%
Representative in Congress District 23,S008,"Timothy A. ""Tim"" Canova (NPA)",29,15,16,0,60,4.64%
Representative in Congress District 23,S009,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,368,41.30%
Representative in Congress District 23,S009,Debbie Wasserman Schultz (DEM),-,-,-,-,460,51.63%
Representative in Congress District 23,S009,Don Endriss (NPA),-,-,-,-,3,0.34%
Representative in Congress District 23,S009,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,60,6.73%
Representative in Congress District 23,T001,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,333,30.98%
Representative in Congress District 23,T001,Debbie Wasserman Schultz (DEM),-,-,-,-,681,63.35%
Representative in Congress District 23,T001,Don Endriss (NPA),-,-,-,-,7,0.65%
Representative in Congress District 23,T001,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,54,5.02%
Representative in Congress District 23,T002,"Joseph ""Joe"" Kaufman (REP)",99,71,123,0,293,30.24%
Representative in Congress District 23,T002,Debbie Wasserman Schultz (DEM),-,-,-,-,611,63.05%
Representative in Congress District 23,T002,Don Endriss (NPA),-,-,-,-,5,0.52%
Representative in Congress District 23,T002,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,60,6.19%
Representative in Congress District 23,T003,"Joseph ""Joe"" Kaufman (REP)",198,242,370,0,810,39.90%
Representative in Congress District 23,T003,Debbie Wasserman Schultz (DEM),-,-,-,-,"1,078",53.10%
Representative in Congress District 23,T003,Don Endriss (NPA),-,-,-,-,17,0.84%
Representative in Congress District 23,T003,"Timothy A. ""Tim"" Canova (NPA)",40,34,51,0,125,6.16%
Representative in Congress District 23,T004,"Joseph ""Joe"" Kaufman (REP)",73,51,100,0,224,24.27%
Representative in Congress District 23,T004,Debbie Wasserman Schultz (DEM),-,-,-,-,622,67.39%
Representative in Congress District 23,T004,Don Endriss (NPA),-,-,-,-,13,1.41%
Representative in Congress District 23,T004,"Timothy A. ""Tim"" Canova (NPA)",17,19,28,0,64,6.93%
Representative in Congress District 23,T005,"Joseph ""Joe"" Kaufman (REP)",55,37,57,0,149,30.72%
Representative in Congress District 23,T005,Debbie Wasserman Schultz (DEM),-,-,-,-,304,62.68%
Representative in Congress District 23,T005,Don Endriss (NPA),-,-,-,-,3,0.62%
Representative in Congress District 23,T005,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,29,5.98%
Representative in Congress District 23,T006,"Joseph ""Joe"" Kaufman (REP)",62,81,120,0,263,52.18%
Representative in Congress District 23,T006,Debbie Wasserman Schultz (DEM),36,72,108,0,216,42.86%
Representative in Congress District 23,T006,Don Endriss (NPA),-,-,-,-,1,0.20%
Representative in Congress District 23,T006,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,24,4.76%
Representative in Congress District 23,T007,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,423,45.68%
Representative in Congress District 23,T007,Debbie Wasserman Schultz (DEM),-,-,-,-,443,47.84%
Representative in Congress District 23,T007,Don Endriss (NPA),-,-,-,-,11,1.19%
Representative in Congress District 23,T007,"Timothy A. ""Tim"" Canova (NPA)",23,11,15,0,49,5.29%
Representative in Congress District 23,T008,"Joseph ""Joe"" Kaufman (REP)",209,128,178,0,515,40.11%
Representative in Congress District 23,T008,Debbie Wasserman Schultz (DEM),229,196,280,0,705,54.91%
Representative in Congress District 23,T008,Don Endriss (NPA),-,-,-,-,10,0.78%
Representative in Congress District 23,T008,"Timothy A. ""Tim"" Canova (NPA)",15,20,19,0,54,4.21%
Representative in Congress District 23,T009,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,384,21.92%
Representative in Congress District 23,T009,Debbie Wasserman Schultz (DEM),-,-,-,-,"1,268",72.37%
Representative in Congress District 23,T009,Don Endriss (NPA),-,-,-,-,15,0.86%
Representative in Congress District 23,T009,"Timothy A. ""Tim"" Canova (NPA)",33,15,37,0,85,4.85%
Representative in Congress District 23,T010,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,"1,036",44.33%
Representative in Congress District 23,T010,Debbie Wasserman Schultz (DEM),-,-,-,-,"1,155",49.42%
Representative in Congress District 23,T010,Don Endriss (NPA),-,-,-,-,8,0.34%
Representative in Congress District 23,T010,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,138,5.91%
Representative in Congress District 23,T011,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,423,39.72%
Representative in Congress District 23,T011,Debbie Wasserman Schultz (DEM),-,-,-,-,550,51.64%
Representative in Congress District 23,T011,Don Endriss (NPA),-,-,-,-,12,1.13%
Representative in Congress District 23,T011,"Timothy A. ""Tim"" Canova (NPA)",25,20,35,0,80,7.51%
Representative in Congress District 23,T012,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,263,35.93%
Representative in Congress District 23,T012,Debbie Wasserman Schultz (DEM),190,95,147,0,432,59.02%
Representative in Congress District 23,T012,Don Endriss (NPA),-,-,-,-,10,1.37%
Representative in Congress District 23,T012,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,27,3.69%
Representative in Congress District 23,T013,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,255,40.41%
Representative in Congress District 23,T013,Debbie Wasserman Schultz (DEM),-,-,-,-,342,54.20%
Representative in Congress District 23,T013,Don Endriss (NPA),-,-,-,-,5,0.79%
Representative in Congress District 23,T013,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,29,4.60%
Representative in Congress District 23,T014,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,516,37.66%
Representative in Congress District 23,T014,Debbie Wasserman Schultz (DEM),-,-,-,-,770,56.20%
Representative in Congress District 23,T014,Don Endriss (NPA),-,-,-,-,9,0.66%
Representative in Congress District 23,T014,"Timothy A. ""Tim"" Canova (NPA)",29,19,27,0,75,5.47%
Representative in Congress District 23,T015,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,596,42.85%
Representative in Congress District 23,T015,Debbie Wasserman Schultz (DEM),-,-,-,-,713,51.26%
Representative in Congress District 23,T015,Don Endriss (NPA),-,-,-,-,4,0.29%
Representative in Congress District 23,T015,"Timothy A. ""Tim"" Canova (NPA)",23,24,31,0,78,5.61%
Representative in Congress District 23,T016,"Joseph ""Joe"" Kaufman (REP)",17,13,21,0,51,28.65%
Representative in Congress District 23,T016,Debbie Wasserman Schultz (DEM),37,19,60,0,116,65.17%
Representative in Congress District 23,T016,Don Endriss (NPA),-,-,-,-,2,1.12%
Representative in Congress District 23,T016,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,9,5.06%
Representative in Congress District 23,T017,"Joseph ""Joe"" Kaufman (REP)",180,93,172,0,445,44.54%
Representative in Congress District 23,T017,Debbie Wasserman Schultz (DEM),-,-,-,-,512,51.25%
Representative in Congress District 23,T017,Don Endriss (NPA),-,-,-,-,7,0.70%
Representative in Congress District 23,T017,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,35,3.50%
Representative in Congress District 23,T018,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,"2,263",53.49%
Representative in Congress District 23,T018,Debbie Wasserman Schultz (DEM),-,-,-,-,"1,749",41.34%
Representative in Congress District 23,T018,Don Endriss (NPA),-,-,-,-,18,0.43%
Representative in Congress District 23,T018,"Timothy A. ""Tim"" Canova (NPA)",97,42,62,0,201,4.75%
Representative in Congress District 23,T019,"Joseph ""Joe"" Kaufman (REP)",135,44,100,0,279,37.75%
Representative in Congress District 23,T019,Debbie Wasserman Schultz (DEM),-,-,-,-,408,55.21%
Representative in Congress District 23,T019,Don Endriss (NPA),-,-,-,-,8,1.08%
Representative in Congress District 23,T019,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,44,5.95%
Representative in Congress District 23,T020,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,594,45.17%
Representative in Congress District 23,T020,Debbie Wasserman Schultz (DEM),239,152,250,0,641,48.75%
Representative in Congress District 23,T020,Don Endriss (NPA),-,-,-,-,7,0.53%
Representative in Congress District 23,T020,"Timothy A. ""Tim"" Canova (NPA)",31,10,32,0,73,5.55%
Representative in Congress District 23,T021,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,610,53.56%
Representative in Congress District 23,T021,Debbie Wasserman Schultz (DEM),-,-,-,-,472,41.44%
Representative in Congress District 23,T021,Don Endriss (NPA),-,-,-,-,8,0.70%
Representative in Congress District 23,T021,"Timothy A. ""Tim"" Canova (NPA)",22,11,16,0,49,4.30%
Representative in Congress District 23,T022,"Joseph ""Joe"" Kaufman (REP)",59,49,81,0,189,42.86%
Representative in Congress District 23,T022,Debbie Wasserman Schultz (DEM),-,-,-,-,228,51.70%
Representative in Congress District 23,T022,Don Endriss (NPA),-,-,-,-,1,0.23%
Representative in Congress District 23,T022,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,23,5.22%
Representative in Congress District 23,T023,"Joseph ""Joe"" Kaufman (REP)",159,59,104,0,322,30.38%
Representative in Congress District 23,T023,Debbie Wasserman Schultz (DEM),-,-,-,-,685,64.62%
Representative in Congress District 23,T023,Don Endriss (NPA),-,-,-,-,10,0.94%
Representative in Congress District 23,T023,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,43,4.06%
Representative in Congress District 23,T024,"Joseph ""Joe"" Kaufman (REP)",145,90,170,0,405,45.10%
Representative in Congress District 23,T024,Debbie Wasserman Schultz (DEM),132,108,188,0,428,47.66%
Representative in Congress District 23,T024,Don Endriss (NPA),-,-,-,-,6,0.67%
Representative in Congress District 23,T024,"Timothy A. ""Tim"" Canova (NPA)",22,12,25,0,59,6.57%
Representative in Congress District 23,T025,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,454,36.88%
Representative in Congress District 23,T025,Debbie Wasserman Schultz (DEM),-,-,-,-,690,56.05%
Representative in Congress District 23,T025,Don Endriss (NPA),-,-,-,-,8,0.65%
Representative in Congress District 23,T025,"Timothy A. ""Tim"" Canova (NPA)",29,20,30,0,79,6.42%
Representative in Congress District 23,T026,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,675,44.12%
Representative in Congress District 23,T026,Debbie Wasserman Schultz (DEM),-,-,-,-,755,49.35%
Representative in Congress District 23,T026,Don Endriss (NPA),-,-,-,-,7,0.46%
Representative in Congress District 23,T026,"Timothy A. ""Tim"" Canova (NPA)",28,28,37,0,93,6.08%
Representative in Congress District 23,T027,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,333,50.61%
Representative in Congress District 23,T027,Debbie Wasserman Schultz (DEM),75,96,110,0,281,42.71%
Representative in Congress District 23,T027,Don Endriss (NPA),-,-,-,-,5,0.76%
Representative in Congress District 23,T027,"Timothy A. ""Tim"" Canova (NPA)",11,13,15,0,39,5.93%
Representative in Congress District 23,T028,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,934,35.31%
Representative in Congress District 23,T028,Debbie Wasserman Schultz (DEM),-,-,-,-,"1,521",57.50%
Representative in Congress District 23,T028,Don Endriss (NPA),-,-,-,-,17,0.64%
Representative in Congress District 23,T028,"Timothy A. ""Tim"" Canova (NPA)",94,36,43,0,173,6.54%
Representative in Congress District 23,T029,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,476,38.05%
Representative in Congress District 23,T029,Debbie Wasserman Schultz (DEM),-,-,-,-,695,55.56%
Representative in Congress District 23,T029,Don Endriss (NPA),-,-,-,-,8,0.64%
Representative in Congress District 23,T029,"Timothy A. ""Tim"" Canova (NPA)",26,21,25,0,72,5.76%
Representative in Congress District 23,T030,"Joseph ""Joe"" Kaufman (REP)",63,62,75,0,200,54.20%
Representative in Congress District 23,T030,Debbie Wasserman Schultz (DEM),40,45,61,0,146,39.57%
Representative in Congress District 23,T030,Don Endriss (NPA),-,-,-,-,2,0.54%
Representative in Congress District 23,T030,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,21,5.69%
Representative in Congress District 23,U001,"Joseph ""Joe"" Kaufman (REP)",141,76,119,0,336,45.59%
Representative in Congress District 23,U001,Debbie Wasserman Schultz (DEM),144,84,120,0,348,47.22%
Representative in Congress District 23,U001,Don Endriss (NPA),-,-,-,-,8,1.09%
Representative in Congress District 23,U001,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,45,6.11%
Representative in Congress District 23,U002,"Joseph ""Joe"" Kaufman (REP)",147,125,192,0,464,47.40%
Representative in Congress District 23,U002,Debbie Wasserman Schultz (DEM),-,-,-,-,463,47.29%
Representative in Congress District 23,U002,Don Endriss (NPA),-,-,-,-,4,0.41%
Representative in Congress District 23,U002,"Timothy A. ""Tim"" Canova (NPA)",16,14,18,0,48,4.90%
Representative in Congress District 23,U003,"Joseph ""Joe"" Kaufman (REP)",342,220,352,0,914,47.83%
Representative in Congress District 23,U003,Debbie Wasserman Schultz (DEM),-,-,-,-,851,44.53%
Representative in Congress District 23,U003,Don Endriss (NPA),-,-,-,-,8,0.42%
Representative in Congress District 23,U003,"Timothy A. ""Tim"" Canova (NPA)",56,36,46,0,138,7.22%
Representative in Congress District 23,U004,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,"1,157",45.44%
Representative in Congress District 23,U004,Debbie Wasserman Schultz (DEM),-,-,-,-,"1,209",47.49%
Representative in Congress District 23,U004,Don Endriss (NPA),-,-,-,-,23,0.90%
Representative in Congress District 23,U004,"Timothy A. ""Tim"" Canova (NPA)",78,24,55,0,157,6.17%
Representative in Congress District 23,U005,"Joseph ""Joe"" Kaufman (REP)",182,117,139,0,438,38.35%
Representative in Congress District 23,U005,Debbie Wasserman Schultz (DEM),-,-,-,-,615,53.85%
Representative in Congress District 23,U005,Don Endriss (NPA),-,-,-,-,1,0.09%
Representative in Congress District 23,U005,"Timothy A. ""Tim"" Canova (NPA)",32,21,35,0,88,7.71%
Representative in Congress District 23,U006,"Joseph ""Joe"" Kaufman (REP)",325,208,283,0,816,33.10%
Representative in Congress District 23,U006,Debbie Wasserman Schultz (DEM),-,-,-,-,"1,533",62.19%
Representative in Congress District 23,U006,Don Endriss (NPA),-,-,-,-,12,0.49%
Representative in Congress District 23,U006,"Timothy A. ""Tim"" Canova (NPA)",33,33,38,0,104,4.22%
Representative in Congress District 23,U007,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,626,47.90%
Representative in Congress District 23,U007,Debbie Wasserman Schultz (DEM),159,183,268,0,610,46.67%
Representative in Congress District 23,U007,Don Endriss (NPA),-,-,-,-,1,0.08%
Representative in Congress District 23,U007,"Timothy A. ""Tim"" Canova (NPA)",22,25,23,0,70,5.36%
Representative in Congress District 23,U008,"Joseph ""Joe"" Kaufman (REP)",106,60,76,0,242,44.16%
Representative in Congress District 23,U008,Debbie Wasserman Schultz (DEM),111,57,106,0,274,50.00%
Representative in Congress District 23,U008,Don Endriss (NPA),-,-,-,-,2,0.36%
Representative in Congress District 23,U008,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,30,5.47%
Representative in Congress District 23,U009,"Joseph ""Joe"" Kaufman (REP)",100,40,70,0,210,36.91%
Representative in Congress District 23,U009,Debbie Wasserman Schultz (DEM),119,82,126,0,327,57.47%
Representative in Congress District 23,U009,Don Endriss (NPA),-,-,-,-,1,0.18%
Representative in Congress District 23,U009,"Timothy A. ""Tim"" Canova (NPA)",10,10,11,0,31,5.45%
Representative in Congress District 23,U010,"Joseph ""Joe"" Kaufman (REP)",192,109,160,0,461,37.36%
Representative in Congress District 23,U010,Debbie Wasserman Schultz (DEM),235,202,286,0,723,58.59%
Representative in Congress District 23,U010,Don Endriss (NPA),-,-,-,-,1,0.08%
Representative in Congress District 23,U010,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,49,3.97%
Representative in Congress District 23,U011,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,629,35.06%
Representative in Congress District 23,U011,Debbie Wasserman Schultz (DEM),-,-,-,-,"1,047",58.36%
Representative in Congress District 23,U011,Don Endriss (NPA),-,-,-,-,12,0.67%
Representative in Congress District 23,U011,"Timothy A. ""Tim"" Canova (NPA)",36,25,45,0,106,5.91%
Representative in Congress District 23,V001,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,384,54.94%
Representative in Congress District 23,V001,Debbie Wasserman Schultz (DEM),-,-,-,-,297,42.49%
Representative in Congress District 23,V001,Don Endriss (NPA),-,-,-,-,1,0.14%
Representative in Congress District 23,V001,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,17,2.43%
Representative in Congress District 23,V002,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,"1,198",48.56%
Representative in Congress District 23,V002,Debbie Wasserman Schultz (DEM),-,-,-,-,"1,164",47.18%
Representative in Congress District 23,V002,Don Endriss (NPA),-,-,-,-,6,0.24%
Representative in Congress District 23,V002,"Timothy A. ""Tim"" Canova (NPA)",37,22,40,0,99,4.01%
Representative in Congress District 23,V003,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,301,30.31%
Representative in Congress District 23,V003,Debbie Wasserman Schultz (DEM),-,-,-,-,603,60.73%
Representative in Congress District 23,V003,Don Endriss (NPA),-,-,-,-,12,1.21%
Representative in Congress District 23,V003,"Timothy A. ""Tim"" Canova (NPA)",23,24,30,0,77,7.75%
Representative in Congress District 23,V004,"Joseph ""Joe"" Kaufman (REP)",44,41,59,0,144,25.40%
Representative in Congress District 23,V004,Debbie Wasserman Schultz (DEM),-,-,-,-,381,67.20%
Representative in Congress District 23,V004,Don Endriss (NPA),-,-,-,-,9,1.59%
Representative in Congress District 23,V004,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,33,5.82%
Representative in Congress District 23,V005,"Joseph ""Joe"" Kaufman (REP)",86,100,127,0,313,40.39%
Representative in Congress District 23,V005,Debbie Wasserman Schultz (DEM),-,-,-,-,399,51.48%
Representative in Congress District 23,V005,Don Endriss (NPA),-,-,-,-,1,0.13%
Representative in Congress District 23,V005,"Timothy A. ""Tim"" Canova (NPA)",11,14,37,0,62,8.00%
Representative in Congress District 23,V006,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,228,32.07%
Representative in Congress District 23,V006,Debbie Wasserman Schultz (DEM),-,-,-,-,406,57.10%
Representative in Congress District 23,V006,Don Endriss (NPA),-,-,-,-,4,0.56%
Representative in Congress District 23,V006,"Timothy A. ""Tim"" Canova (NPA)",26,19,28,0,73,10.27%
Representative in Congress District 23,V007,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,532,36.84%
Representative in Congress District 23,V007,Debbie Wasserman Schultz (DEM),-,-,-,-,780,54.02%
Representative in Congress District 23,V007,Don Endriss (NPA),-,-,-,-,9,0.62%
Representative in Congress District 23,V007,"Timothy A. ""Tim"" Canova (NPA)",40,30,53,0,123,8.52%
Representative in Congress District 23,V009,"Joseph ""Joe"" Kaufman (REP)",74,38,79,0,191,20.43%
Representative in Congress District 23,V009,Debbie Wasserman Schultz (DEM),-,-,-,-,641,68.56%
Representative in Congress District 23,V009,Don Endriss (NPA),-,-,-,-,11,1.18%
Representative in Congress District 23,V009,"Timothy A. ""Tim"" Canova (NPA)",22,20,50,0,92,9.84%
Representative in Congress District 23,V010,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,85,27.33%
Representative in Congress District 23,V010,Debbie Wasserman Schultz (DEM),-,-,-,-,203,65.27%
Representative in Congress District 23,V010,Don Endriss (NPA),-,-,-,-,1,0.32%
Representative in Congress District 23,V010,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,22,7.07%
Representative in Congress District 23,V011,"Joseph ""Joe"" Kaufman (REP)",25,20,23,0,68,6.74%
Representative in Congress District 23,V011,Debbie Wasserman Schultz (DEM),-,-,-,-,904,89.59%
Representative in Congress District 23,V011,Don Endriss (NPA),-,-,-,-,4,0.40%
Representative in Congress District 23,V011,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,33,3.27%
Representative in Congress District 23,V012,"Joseph ""Joe"" Kaufman (REP)",47,52,45,0,144,26.42%
Representative in Congress District 23,V012,Debbie Wasserman Schultz (DEM),113,70,182,0,365,66.97%
Representative in Congress District 23,V012,Don Endriss (NPA),-,-,-,-,2,0.37%
Representative in Congress District 23,V012,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,34,6.24%
Representative in Congress District 23,V013,"Joseph ""Joe"" Kaufman (REP)",55,30,46,0,131,22.02%
Representative in Congress District 23,V013,Debbie Wasserman Schultz (DEM),-,-,-,-,390,65.55%
Representative in Congress District 23,V013,Don Endriss (NPA),-,-,-,-,8,1.34%
Representative in Congress District 23,V013,"Timothy A. ""Tim"" Canova (NPA)",20,16,30,0,66,11.09%
Representative in Congress District 23,V015,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,282,34.35%
Representative in Congress District 23,V015,Debbie Wasserman Schultz (DEM),-,-,-,-,484,58.95%
Representative in Congress District 23,V015,Don Endriss (NPA),-,-,-,-,5,0.61%
Representative in Congress District 23,V015,"Timothy A. ""Tim"" Canova (NPA)",16,10,24,0,50,6.09%
Representative in Congress District 23,V016,"Joseph ""Joe"" Kaufman (REP)",143,88,119,0,350,32.53%
Representative in Congress District 23,V016,Debbie Wasserman Schultz (DEM),212,164,240,0,616,57.25%
Representative in Congress District 23,V016,Don Endriss (NPA),-,-,-,-,9,0.84%
Representative in Congress District 23,V016,"Timothy A. ""Tim"" Canova (NPA)",45,17,39,0,101,9.39%
Representative in Congress District 23,V023,"Joseph ""Joe"" Kaufman (REP)",87,42,45,0,174,34.94%
Representative in Congress District 23,V023,Debbie Wasserman Schultz (DEM),-,-,-,-,268,53.82%
Representative in Congress District 23,V023,Don Endriss (NPA),-,-,-,-,4,0.80%
Representative in Congress District 23,V023,"Timothy A. ""Tim"" Canova (NPA)",20,12,20,0,52,10.44%
Representative in Congress District 23,V024,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,370,28.59%
Representative in Congress District 23,V024,Debbie Wasserman Schultz (DEM),-,-,-,-,832,64.30%
Representative in Congress District 23,V024,Don Endriss (NPA),-,-,-,-,5,0.39%
Representative in Congress District 23,V024,"Timothy A. ""Tim"" Canova (NPA)",27,21,39,0,87,6.72%
Representative in Congress District 23,V025,"Joseph ""Joe"" Kaufman (REP)",210,175,148,0,533,58.19%
Representative in Congress District 23,V025,Debbie Wasserman Schultz (DEM),-,-,-,-,347,37.88%
Representative in Congress District 23,V025,Don Endriss (NPA),-,-,-,-,4,0.44%
Representative in Congress District 23,V025,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,32,3.49%
Representative in Congress District 23,V026,"Joseph ""Joe"" Kaufman (REP)",94,39,54,0,187,28.95%
Representative in Congress District 23,V026,Debbie Wasserman Schultz (DEM),-,-,-,-,405,62.69%
Representative in Congress District 23,V026,Don Endriss (NPA),-,-,-,-,4,0.62%
Representative in Congress District 23,V026,"Timothy A. ""Tim"" Canova (NPA)",16,12,22,0,50,7.74%
Representative in Congress District 23,V027,"Joseph ""Joe"" Kaufman (REP)",87,48,53,0,188,37.30%
Representative in Congress District 23,V027,Debbie Wasserman Schultz (DEM),83,77,113,0,273,54.17%
Representative in Congress District 23,V027,Don Endriss (NPA),-,-,-,-,2,0.40%
Representative in Congress District 23,V027,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,41,8.13%
Representative in Congress District 23,V028,"Joseph ""Joe"" Kaufman (REP)",96,71,70,0,237,36.86%
Representative in Congress District 23,V028,Debbie Wasserman Schultz (DEM),133,102,131,0,366,56.92%
Representative in Congress District 23,V028,Don Endriss (NPA),-,-,-,-,1,0.16%
Representative in Congress District 23,V028,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,39,6.07%
Representative in Congress District 23,V030,"Joseph ""Joe"" Kaufman (REP)",48,45,58,0,151,39.53%
Representative in Congress District 23,V030,Debbie Wasserman Schultz (DEM),-,-,-,-,197,51.57%
Representative in Congress District 23,V030,Don Endriss (NPA),-,-,-,-,3,0.79%
Representative in Congress District 23,V030,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,31,8.12%
Representative in Congress District 23,V039,"Joseph ""Joe"" Kaufman (REP)",119,55,49,0,223,31.41%
Representative in Congress District 23,V039,Debbie Wasserman Schultz (DEM),200,86,137,0,423,59.58%
Representative in Congress District 23,V039,Don Endriss (NPA),-,-,-,-,7,0.99%
Representative in Congress District 23,V039,"Timothy A. ""Tim"" Canova (NPA)",17,12,28,0,57,8.03%
Representative in Congress District 23,V040,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,219,32.78%
Representative in Congress District 23,V040,Debbie Wasserman Schultz (DEM),-,-,-,-,409,61.23%
Representative in Congress District 23,V040,Don Endriss (NPA),-,-,-,-,6,0.90%
Representative in Congress District 23,V040,"Timothy A. ""Tim"" Canova (NPA)",14,10,10,0,34,5.09%
Representative in Congress District 23,V047,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,330,41.10%
Representative in Congress District 23,V047,Debbie Wasserman Schultz (DEM),-,-,-,-,430,53.55%
Representative in Congress District 23,V047,Don Endriss (NPA),-,-,-,-,5,0.62%
Representative in Congress District 23,V047,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,38,4.73%
Representative in Congress District 23,V049,"Joseph ""Joe"" Kaufman (REP)",94,58,49,0,201,31.60%
Representative in Congress District 23,V049,Debbie Wasserman Schultz (DEM),160,108,118,0,386,60.69%
Representative in Congress District 23,V049,Don Endriss (NPA),-,-,-,-,5,0.79%
Representative in Congress District 23,V049,"Timothy A. ""Tim"" Canova (NPA)",12,15,17,0,44,6.92%
Representative in Congress District 23,V050,"Joseph ""Joe"" Kaufman (REP)",109,61,68,0,238,28.27%
Representative in Congress District 23,V050,Debbie Wasserman Schultz (DEM),235,131,179,0,545,64.73%
Representative in Congress District 23,V050,Don Endriss (NPA),-,-,-,-,11,1.31%
Representative in Congress District 23,V050,"Timothy A. ""Tim"" Canova (NPA)",25,11,12,0,48,5.70%
Representative in Congress District 23,V051,"Joseph ""Joe"" Kaufman (REP)",150,96,51,0,297,33.67%
Representative in Congress District 23,V051,Debbie Wasserman Schultz (DEM),268,139,128,0,535,60.66%
Representative in Congress District 23,V051,Don Endriss (NPA),-,-,-,-,7,0.79%
Representative in Congress District 23,V051,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,43,4.88%
Representative in Congress District 23,V052,"Joseph ""Joe"" Kaufman (REP)",114,89,75,0,278,30.02%
Representative in Congress District 23,V052,Debbie Wasserman Schultz (DEM),222,183,181,0,586,63.28%
Representative in Congress District 23,V052,Don Endriss (NPA),-,-,-,-,7,0.76%
Representative in Congress District 23,V052,"Timothy A. ""Tim"" Canova (NPA)",19,19,17,0,55,5.94%
Representative in Congress District 23,V053,"Joseph ""Joe"" Kaufman (REP)",234,195,170,0,599,43.47%
