racename,precinctname,Choice,Election Day,"Vote
By
Mail",Early Votes,Provisional,Total Votes,Percentage
Representative in Congress District 22,R010,Ted Deutch (DEM),91,93,190,0,374,49.34%
Representative in Congress District 22,R011,Nicolas Kimaz (REP),165,132,175,0,472,45.83%
Representative in Congress District 22,R011,Ted Deutch (DEM),153,165,240,0,558,54.17%
Representative in Congress District 22,R012,Nicolas Kimaz (REP),136,139,170,0,445,42.10%
Representative in Congress District 22,R012,Ted Deutch (DEM),85,244,283,0,612,57.90%
Representative in Congress District 22,R013,Nicolas Kimaz (REP),282,346,654,0,"1,282",49.98%
Representative in Congress District 22,R013,Ted Deutch (DEM),213,407,663,0,"1,283",50.02%
Representative in Congress District 22,R014,Nicolas Kimaz (REP),72,110,163,0,345,37.83%
Representative in Congress District 22,R014,Ted Deutch (DEM),83,213,271,0,567,62.17%
Representative in Congress District 22,R015,Nicolas Kimaz (REP),313,299,421,0,"1,033",47.85%
Representative in Congress District 22,R015,Ted Deutch (DEM),240,361,525,0,"1,126",52.15%
Representative in Congress District 22,R016,Nicolas Kimaz (REP),99,111,171,0,381,30.63%
Representative in Congress District 22,R016,Ted Deutch (DEM),181,244,438,0,863,69.37%
Representative in Congress District 22,R017,Nicolas Kimaz (REP),24,24,37,0,85,23.88%
Representative in Congress District 22,R017,Ted Deutch (DEM),65,72,134,0,271,76.12%
Representative in Congress District 22,R018,Nicolas Kimaz (REP),117,76,146,0,339,24.58%
Representative in Congress District 22,R018,Ted Deutch (DEM),238,248,554,0,"1,040",75.42%
Representative in Congress District 22,R019,Nicolas Kimaz (REP),114,67,109,0,290,30.37%
Representative in Congress District 22,R019,Ted Deutch (DEM),167,183,315,0,665,69.63%
Representative in Congress District 22,R020,Nicolas Kimaz (REP),51,25,78,0,154,26.15%
Representative in Congress District 22,R020,Ted Deutch (DEM),105,76,254,0,435,73.85%
Representative in Congress District 22,R021,Nicolas Kimaz (REP),60,34,81,0,175,14.71%
Representative in Congress District 22,R021,Ted Deutch (DEM),175,275,565,0,"1,015",85.29%
Representative in Congress District 22,R022,Nicolas Kimaz (REP),-,-,-,-,1,33.33%
Representative in Congress District 22,R022,Ted Deutch (DEM),-,-,-,-,2,66.67%
Representative in Congress District 22,R031,Nicolas Kimaz (REP),-,-,-,-,23,26.14%
Representative in Congress District 22,R031,Ted Deutch (DEM),22,13,30,0,65,73.86%
Representative in Congress District 22,R032,Nicolas Kimaz (REP),351,186,396,0,933,39.77%
Representative in Congress District 22,R032,Ted Deutch (DEM),433,331,649,0,"1,413",60.23%
Representative in Congress District 22,R033,Nicolas Kimaz (REP),-,-,-,-,4,17.39%
Representative in Congress District 22,R033,Ted Deutch (DEM),-,-,-,-,19,82.61%
Representative in Congress District 22,R034,Nicolas Kimaz (REP),217,135,256,0,608,30.96%
Representative in Congress District 22,R034,Ted Deutch (DEM),317,363,676,0,"1,356",69.04%
Representative in Congress District 22,R035,Nicolas Kimaz (REP),151,90,123,0,364,43.44%
Representative in Congress District 22,R035,Ted Deutch (DEM),129,126,219,0,474,56.56%
Representative in Congress District 22,R036,Nicolas Kimaz (REP),142,152,155,0,449,52.51%
Representative in Congress District 22,R036,Ted Deutch (DEM),87,140,179,0,406,47.49%
Representative in Congress District 22,R037,Nicolas Kimaz (REP),151,141,157,0,449,52.39%
Representative in Congress District 22,R037,Ted Deutch (DEM),88,153,167,0,408,47.61%
Representative in Congress District 22,R038,Nicolas Kimaz (REP),93,69,50,0,212,62.35%
Representative in Congress District 22,R038,Ted Deutch (DEM),41,49,38,0,128,37.65%
Representative in Congress District 22,R039,Nicolas Kimaz (REP),297,222,188,0,707,54.55%
Representative in Congress District 22,R039,Ted Deutch (DEM),224,205,160,0,589,45.45%
Representative in Congress District 22,R040,Nicolas Kimaz (REP),399,240,419,0,"1,058",51.51%
Representative in Congress District 22,R040,Ted Deutch (DEM),269,243,484,0,996,48.49%
Representative in Congress District 22,R041,Nicolas Kimaz (REP),82,49,83,0,214,28.42%
Representative in Congress District 22,R041,Ted Deutch (DEM),142,158,239,0,539,71.58%
Representative in Congress District 22,R042,Nicolas Kimaz (REP),91,68,63,0,222,41.11%
Representative in Congress District 22,R042,Ted Deutch (DEM),97,111,110,0,318,58.89%
Representative in Congress District 22,R043,Nicolas Kimaz (REP),239,80,158,0,477,40.05%
Representative in Congress District 22,R043,Ted Deutch (DEM),268,171,275,0,714,59.95%
Representative in Congress District 22,R044,Nicolas Kimaz (REP),28,19,11,0,58,33.72%
Representative in Congress District 22,R044,Ted Deutch (DEM),45,35,34,0,114,66.28%
Representative in Congress District 22,R045,Nicolas Kimaz (REP),158,66,81,0,305,34.15%
Representative in Congress District 22,R045,Ted Deutch (DEM),210,154,224,0,588,65.85%
Representative in Congress District 22,R046,Nicolas Kimaz (REP),160,186,347,0,693,41.90%
Representative in Congress District 22,R046,Ted Deutch (DEM),144,312,505,0,961,58.10%
Representative in Congress District 22,R047,Nicolas Kimaz (REP),164,72,86,0,322,34.55%
Representative in Congress District 22,R047,Ted Deutch (DEM),238,165,207,0,610,65.45%
Representative in Congress District 22,R048,Nicolas Kimaz (REP),123,65,109,0,297,37.69%
Representative in Congress District 22,R048,Ted Deutch (DEM),173,126,192,0,491,62.31%
Representative in Congress District 22,R049,Nicolas Kimaz (REP),183,115,133,0,431,40.21%
Representative in Congress District 22,R049,Ted Deutch (DEM),207,150,284,0,641,59.79%
Representative in Congress District 22,R050,Nicolas Kimaz (REP),-,-,-,-,13,18.57%
Representative in Congress District 22,R050,Ted Deutch (DEM),32,13,12,0,57,81.43%
Representative in Congress District 22,R052,Nicolas Kimaz (REP),10,13,15,0,38,43.68%
Representative in Congress District 22,R052,Ted Deutch (DEM),-,-,-,-,49,56.32%
Representative in Congress District 22,R053,Nicolas Kimaz (REP),210,183,235,0,628,43.76%
Representative in Congress District 22,R053,Ted Deutch (DEM),185,273,349,0,807,56.24%
Representative in Congress District 22,R054,Nicolas Kimaz (REP),97,45,74,0,216,34.02%
Representative in Congress District 22,R054,Ted Deutch (DEM),127,119,173,0,419,65.98%
Representative in Congress District 22,R055,Nicolas Kimaz (REP),88,106,115,0,309,50.49%
Representative in Congress District 22,R055,Ted Deutch (DEM),59,126,118,0,303,49.51%
Representative in Congress District 22,R057,Nicolas Kimaz (REP),20,24,28,0,72,12.54%
Representative in Congress District 22,R057,Ted Deutch (DEM),106,110,286,0,502,87.46%
Representative in Congress District 22,R058,Nicolas Kimaz (REP),127,38,74,0,239,33.29%
Representative in Congress District 22,R058,Ted Deutch (DEM),190,110,179,0,479,66.71%
Representative in Congress District 22,R059,Nicolas Kimaz (REP),116,87,102,0,305,40.45%
Representative in Congress District 22,R059,Ted Deutch (DEM),130,150,169,0,449,59.55%
Representative in Congress District 22,R060,Nicolas Kimaz (REP),122,48,91,0,261,24.17%
Representative in Congress District 22,R060,Ted Deutch (DEM),254,182,383,0,819,75.83%
Representative in Congress District 22,R061,Nicolas Kimaz (REP),127,50,35,0,212,38.20%
Representative in Congress District 22,R061,Ted Deutch (DEM),161,72,110,0,343,61.80%
Representative in Congress District 22,R065,Nicolas Kimaz (REP),52,29,54,0,135,40.30%
Representative in Congress District 22,R065,Ted Deutch (DEM),52,46,102,0,200,59.70%
Representative in Congress District 22,R066,Nicolas Kimaz (REP),106,54,61,0,221,44.38%
Representative in Congress District 22,R066,Ted Deutch (DEM),108,82,87,0,277,55.62%
Representative in Congress District 22,R067,Nicolas Kimaz (REP),120,76,87,0,283,36.71%
Representative in Congress District 22,R067,Ted Deutch (DEM),191,124,173,0,488,63.29%
Representative in Congress District 22,R068,Nicolas Kimaz (REP),149,97,100,0,346,46.63%
Representative in Congress District 22,R068,Ted Deutch (DEM),131,117,148,0,396,53.37%
Representative in Congress District 22,Z003,Nicolas Kimaz (REP),176,73,74,0,323,35.15%
Representative in Congress District 22,Z003,Ted Deutch (DEM),274,127,195,0,596,64.85%
Representative in Congress District 22,Z005,Nicolas Kimaz (REP),29,14,16,0,59,19.67%
Representative in Congress District 22,Z005,Ted Deutch (DEM),105,51,85,0,241,80.33%
Representative in Congress District 22,Z073,Nicolas Kimaz (REP),21,43,44,0,108,41.86%
Representative in Congress District 22,Z073,Ted Deutch (DEM),13,89,48,0,150,58.14%
