racename,precinctname,Choice,Election Day,"Vote
By
Mail",Early Votes,Provisional,Total Votes,Percentage
Governor and Lieutenant Governor,H003,WRITE-IN (NON),-,-,-,-,1,0.05%
Governor and Lieutenant Governor,H004,Ron DeSantis (REP),59,29,24,0,112,13.73%
Governor and Lieutenant Governor,H004,Andrew Gillum (DEM),-,-,-,-,702,86.03%
Governor and Lieutenant Governor,H004,Darcy G. Richardson (REF),-,-,-,-,1,0.12%
Governor and Lieutenant Governor,H004,"Kyle ""KC"" Gibson (NPA)",0,0,0,0,0,0.00%
Governor and Lieutenant Governor,H004,Ryan Christopher Foley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,H004,Bruce Stanley (NPA),-,-,-,-,1,0.12%
Governor and Lieutenant Governor,H004,WRITE-IN (NON),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,H005,Ron DeSantis (REP),-,-,-,-,141,8.08%
Governor and Lieutenant Governor,H005,Andrew Gillum (DEM),-,-,-,-,"1,596",91.41%
Governor and Lieutenant Governor,H005,Darcy G. Richardson (REF),-,-,-,-,2,0.11%
Governor and Lieutenant Governor,H005,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,4,0.23%
Governor and Lieutenant Governor,H005,Ryan Christopher Foley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,H005,Bruce Stanley (NPA),-,-,-,-,2,0.11%
Governor and Lieutenant Governor,H005,WRITE-IN (NON),-,-,-,-,1,0.06%
Governor and Lieutenant Governor,H006,Ron DeSantis (REP),63,40,50,0,153,13.01%
Governor and Lieutenant Governor,H006,Andrew Gillum (DEM),-,-,-,-,"1,016",86.39%
Governor and Lieutenant Governor,H006,Darcy G. Richardson (REF),-,-,-,-,2,0.17%
Governor and Lieutenant Governor,H006,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,2,0.17%
Governor and Lieutenant Governor,H006,Ryan Christopher Foley (NPA),-,-,-,-,1,0.09%
Governor and Lieutenant Governor,H006,Bruce Stanley (NPA),-,-,-,-,2,0.17%
Governor and Lieutenant Governor,H006,WRITE-IN (NON),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,H007,Ron DeSantis (REP),64,56,40,0,160,11.97%
Governor and Lieutenant Governor,H007,Andrew Gillum (DEM),308,287,579,0,"1,174",87.81%
Governor and Lieutenant Governor,H007,Darcy G. Richardson (REF),-,-,-,-,1,0.07%
Governor and Lieutenant Governor,H007,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,2,0.15%
Governor and Lieutenant Governor,H007,Ryan Christopher Foley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,H007,Bruce Stanley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,H007,WRITE-IN (NON),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,H008,Ron DeSantis (REP),-,-,-,-,104,9.95%
Governor and Lieutenant Governor,H008,Andrew Gillum (DEM),-,-,-,-,932,89.19%
Governor and Lieutenant Governor,H008,Darcy G. Richardson (REF),-,-,-,-,2,0.19%
Governor and Lieutenant Governor,H008,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,2,0.19%
Governor and Lieutenant Governor,H008,Ryan Christopher Foley (NPA),-,-,-,-,3,0.29%
Governor and Lieutenant Governor,H008,Bruce Stanley (NPA),-,-,-,-,1,0.10%
Governor and Lieutenant Governor,H008,WRITE-IN (NON),-,-,-,-,1,0.10%
Governor and Lieutenant Governor,H009,Ron DeSantis (REP),32,19,16,0,67,10.89%
Governor and Lieutenant Governor,H009,Andrew Gillum (DEM),-,-,-,-,544,88.46%
Governor and Lieutenant Governor,H009,Darcy G. Richardson (REF),-,-,-,-,2,0.33%
Governor and Lieutenant Governor,H009,"Kyle ""KC"" Gibson (NPA)",0,0,0,0,0,0.00%
Governor and Lieutenant Governor,H009,Ryan Christopher Foley (NPA),-,-,-,-,1,0.16%
Governor and Lieutenant Governor,H009,Bruce Stanley (NPA),-,-,-,-,1,0.16%
Governor and Lieutenant Governor,H009,WRITE-IN (NON),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,H010,Ron DeSantis (REP),-,-,-,-,18,10.71%
Governor and Lieutenant Governor,H010,Andrew Gillum (DEM),39,24,87,0,150,89.29%
Governor and Lieutenant Governor,H010,Darcy G. Richardson (REF),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,H010,"Kyle ""KC"" Gibson (NPA)",0,0,0,0,0,0.00%
Governor and Lieutenant Governor,H010,Ryan Christopher Foley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,H010,Bruce Stanley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,H010,WRITE-IN (NON),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,H011,Ron DeSantis (REP),-,-,-,-,224,15.86%
Governor and Lieutenant Governor,H011,Andrew Gillum (DEM),-,-,-,-,"1,175",83.22%
Governor and Lieutenant Governor,H011,Darcy G. Richardson (REF),-,-,-,-,6,0.42%
Governor and Lieutenant Governor,H011,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,1,0.07%
Governor and Lieutenant Governor,H011,Ryan Christopher Foley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,H011,Bruce Stanley (NPA),-,-,-,-,5,0.35%
Governor and Lieutenant Governor,H011,WRITE-IN (NON),-,-,-,-,1,0.07%
Governor and Lieutenant Governor,J001,Ron DeSantis (REP),-,-,-,-,253,23.67%
Governor and Lieutenant Governor,J001,Andrew Gillum (DEM),-,-,-,-,808,75.58%
Governor and Lieutenant Governor,J001,Darcy G. Richardson (REF),-,-,-,-,4,0.37%
Governor and Lieutenant Governor,J001,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,2,0.19%
Governor and Lieutenant Governor,J001,Ryan Christopher Foley (NPA),-,-,-,-,1,0.09%
Governor and Lieutenant Governor,J001,Bruce Stanley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J001,WRITE-IN (NON),-,-,-,-,1,0.09%
Governor and Lieutenant Governor,J002,Ron DeSantis (REP),164,59,88,0,311,29.40%
Governor and Lieutenant Governor,J002,Andrew Gillum (DEM),-,-,-,-,739,69.85%
Governor and Lieutenant Governor,J002,Darcy G. Richardson (REF),-,-,-,-,1,0.09%
Governor and Lieutenant Governor,J002,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,3,0.28%
Governor and Lieutenant Governor,J002,Ryan Christopher Foley (NPA),-,-,-,-,1,0.09%
Governor and Lieutenant Governor,J002,Bruce Stanley (NPA),-,-,-,-,2,0.19%
Governor and Lieutenant Governor,J002,WRITE-IN (NON),-,-,-,-,1,0.09%
Governor and Lieutenant Governor,J003,Ron DeSantis (REP),-,-,-,-,396,34.86%
Governor and Lieutenant Governor,J003,Andrew Gillum (DEM),-,-,-,-,730,64.26%
Governor and Lieutenant Governor,J003,Darcy G. Richardson (REF),-,-,-,-,3,0.26%
Governor and Lieutenant Governor,J003,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,3,0.26%
Governor and Lieutenant Governor,J003,Ryan Christopher Foley (NPA),-,-,-,-,1,0.09%
Governor and Lieutenant Governor,J003,Bruce Stanley (NPA),-,-,-,-,3,0.26%
Governor and Lieutenant Governor,J003,WRITE-IN (NON),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J004,Ron DeSantis (REP),112,58,79,0,249,19.92%
Governor and Lieutenant Governor,J004,Andrew Gillum (DEM),-,-,-,-,995,79.60%
Governor and Lieutenant Governor,J004,Darcy G. Richardson (REF),-,-,-,-,3,0.24%
Governor and Lieutenant Governor,J004,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,1,0.08%
Governor and Lieutenant Governor,J004,Ryan Christopher Foley (NPA),-,-,-,-,1,0.08%
Governor and Lieutenant Governor,J004,Bruce Stanley (NPA),-,-,-,-,1,0.08%
Governor and Lieutenant Governor,J004,WRITE-IN (NON),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J005,Ron DeSantis (REP),-,-,-,-,247,23.61%
Governor and Lieutenant Governor,J005,Andrew Gillum (DEM),239,211,339,0,789,75.43%
Governor and Lieutenant Governor,J005,Darcy G. Richardson (REF),-,-,-,-,2,0.19%
Governor and Lieutenant Governor,J005,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,4,0.38%
Governor and Lieutenant Governor,J005,Ryan Christopher Foley (NPA),-,-,-,-,3,0.29%
Governor and Lieutenant Governor,J005,Bruce Stanley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J005,WRITE-IN (NON),-,-,-,-,1,0.10%
Governor and Lieutenant Governor,J006,Ron DeSantis (REP),74,33,34,0,141,29.75%
Governor and Lieutenant Governor,J006,Andrew Gillum (DEM),-,-,-,-,327,68.99%
Governor and Lieutenant Governor,J006,Darcy G. Richardson (REF),-,-,-,-,5,1.05%
Governor and Lieutenant Governor,J006,"Kyle ""KC"" Gibson (NPA)",0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J006,Ryan Christopher Foley (NPA),-,-,-,-,1,0.21%
Governor and Lieutenant Governor,J006,Bruce Stanley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J006,WRITE-IN (NON),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J007,Ron DeSantis (REP),70,65,78,0,213,17.05%
Governor and Lieutenant Governor,J007,Andrew Gillum (DEM),-,-,-,-,"1,028",82.31%
Governor and Lieutenant Governor,J007,Darcy G. Richardson (REF),-,-,-,-,6,0.48%
Governor and Lieutenant Governor,J007,"Kyle ""KC"" Gibson (NPA)",0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J007,Ryan Christopher Foley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J007,Bruce Stanley (NPA),-,-,-,-,1,0.08%
Governor and Lieutenant Governor,J007,WRITE-IN (NON),-,-,-,-,1,0.08%
Governor and Lieutenant Governor,J008,Ron DeSantis (REP),47,32,16,0,95,29.05%
Governor and Lieutenant Governor,J008,Andrew Gillum (DEM),-,-,-,-,230,70.34%
Governor and Lieutenant Governor,J008,Darcy G. Richardson (REF),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J008,"Kyle ""KC"" Gibson (NPA)",0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J008,Ryan Christopher Foley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J008,Bruce Stanley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J008,WRITE-IN (NON),-,-,-,-,2,0.61%
Governor and Lieutenant Governor,J009,Ron DeSantis (REP),123,87,84,0,294,28.16%
Governor and Lieutenant Governor,J009,Andrew Gillum (DEM),-,-,-,-,736,70.50%
Governor and Lieutenant Governor,J009,Darcy G. Richardson (REF),-,-,-,-,3,0.29%
Governor and Lieutenant Governor,J009,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,6,0.57%
Governor and Lieutenant Governor,J009,Ryan Christopher Foley (NPA),-,-,-,-,1,0.10%
Governor and Lieutenant Governor,J009,Bruce Stanley (NPA),-,-,-,-,4,0.38%
Governor and Lieutenant Governor,J009,WRITE-IN (NON),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J010,Ron DeSantis (REP),137,66,59,0,262,27.18%
Governor and Lieutenant Governor,J010,Andrew Gillum (DEM),-,-,-,-,695,72.10%
Governor and Lieutenant Governor,J010,Darcy G. Richardson (REF),-,-,-,-,2,0.21%
Governor and Lieutenant Governor,J010,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,2,0.21%
Governor and Lieutenant Governor,J010,Ryan Christopher Foley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J010,Bruce Stanley (NPA),-,-,-,-,2,0.21%
Governor and Lieutenant Governor,J010,WRITE-IN (NON),-,-,-,-,1,0.10%
Governor and Lieutenant Governor,J011,Ron DeSantis (REP),-,-,-,-,436,23.98%
Governor and Lieutenant Governor,J011,Andrew Gillum (DEM),513,288,567,0,"1,368",75.25%
Governor and Lieutenant Governor,J011,Darcy G. Richardson (REF),-,-,-,-,6,0.33%
Governor and Lieutenant Governor,J011,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,2,0.11%
Governor and Lieutenant Governor,J011,Ryan Christopher Foley (NPA),-,-,-,-,2,0.11%
Governor and Lieutenant Governor,J011,Bruce Stanley (NPA),-,-,-,-,2,0.11%
Governor and Lieutenant Governor,J011,WRITE-IN (NON),-,-,-,-,2,0.11%
Governor and Lieutenant Governor,J012,Ron DeSantis (REP),-,-,-,-,756,24.94%
Governor and Lieutenant Governor,J012,Andrew Gillum (DEM),-,-,-,-,"2,246",74.10%
Governor and Lieutenant Governor,J012,Darcy G. Richardson (REF),-,-,-,-,10,0.33%
Governor and Lieutenant Governor,J012,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,6,0.20%
Governor and Lieutenant Governor,J012,Ryan Christopher Foley (NPA),-,-,-,-,6,0.20%
Governor and Lieutenant Governor,J012,Bruce Stanley (NPA),-,-,-,-,2,0.07%
Governor and Lieutenant Governor,J012,WRITE-IN (NON),-,-,-,-,5,0.16%
Governor and Lieutenant Governor,J013,Ron DeSantis (REP),89,69,81,0,239,18.80%
Governor and Lieutenant Governor,J013,Andrew Gillum (DEM),-,-,-,-,"1,022",80.41%
Governor and Lieutenant Governor,J013,Darcy G. Richardson (REF),-,-,-,-,1,0.08%
Governor and Lieutenant Governor,J013,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,6,0.47%
Governor and Lieutenant Governor,J013,Ryan Christopher Foley (NPA),-,-,-,-,1,0.08%
Governor and Lieutenant Governor,J013,Bruce Stanley (NPA),-,-,-,-,2,0.16%
Governor and Lieutenant Governor,J013,WRITE-IN (NON),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J014,Ron DeSantis (REP),-,-,-,-,367,32.08%
Governor and Lieutenant Governor,J014,Andrew Gillum (DEM),-,-,-,-,765,66.87%
Governor and Lieutenant Governor,J014,Darcy G. Richardson (REF),-,-,-,-,7,0.61%
Governor and Lieutenant Governor,J014,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,3,0.26%
Governor and Lieutenant Governor,J014,Ryan Christopher Foley (NPA),-,-,-,-,1,0.09%
Governor and Lieutenant Governor,J014,Bruce Stanley (NPA),-,-,-,-,1,0.09%
Governor and Lieutenant Governor,J014,WRITE-IN (NON),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J015,Ron DeSantis (REP),-,-,-,-,319,27.03%
Governor and Lieutenant Governor,J015,Andrew Gillum (DEM),-,-,-,-,853,72.29%
Governor and Lieutenant Governor,J015,Darcy G. Richardson (REF),-,-,-,-,4,0.34%
Governor and Lieutenant Governor,J015,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,1,0.08%
Governor and Lieutenant Governor,J015,Ryan Christopher Foley (NPA),-,-,-,-,1,0.08%
Governor and Lieutenant Governor,J015,Bruce Stanley (NPA),-,-,-,-,1,0.08%
Governor and Lieutenant Governor,J015,WRITE-IN (NON),-,-,-,-,1,0.08%
Governor and Lieutenant Governor,J016,Ron DeSantis (REP),28,25,32,0,85,20.29%
Governor and Lieutenant Governor,J016,Andrew Gillum (DEM),77,78,174,0,329,78.52%
Governor and Lieutenant Governor,J016,Darcy G. Richardson (REF),-,-,-,-,1,0.24%
Governor and Lieutenant Governor,J016,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,2,0.48%
Governor and Lieutenant Governor,J016,Ryan Christopher Foley (NPA),-,-,-,-,1,0.24%
Governor and Lieutenant Governor,J016,Bruce Stanley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J016,WRITE-IN (NON),-,-,-,-,1,0.24%
Governor and Lieutenant Governor,J017,Ron DeSantis (REP),63,42,42,0,147,13.07%
Governor and Lieutenant Governor,J017,Andrew Gillum (DEM),-,-,-,-,969,86.13%
Governor and Lieutenant Governor,J017,Darcy G. Richardson (REF),-,-,-,-,1,0.09%
Governor and Lieutenant Governor,J017,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,5,0.44%
Governor and Lieutenant Governor,J017,Ryan Christopher Foley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J017,Bruce Stanley (NPA),-,-,-,-,2,0.18%
Governor and Lieutenant Governor,J017,WRITE-IN (NON),-,-,-,-,1,0.09%
Governor and Lieutenant Governor,J018,Ron DeSantis (REP),-,-,-,-,317,24.59%
Governor and Lieutenant Governor,J018,Andrew Gillum (DEM),203,324,430,0,957,74.24%
Governor and Lieutenant Governor,J018,Darcy G. Richardson (REF),-,-,-,-,5,0.39%
Governor and Lieutenant Governor,J018,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,7,0.54%
Governor and Lieutenant Governor,J018,Ryan Christopher Foley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J018,Bruce Stanley (NPA),-,-,-,-,2,0.16%
Governor and Lieutenant Governor,J018,WRITE-IN (NON),-,-,-,-,1,0.08%
Governor and Lieutenant Governor,J019,Ron DeSantis (REP),-,-,-,-,595,25.84%
Governor and Lieutenant Governor,J019,Andrew Gillum (DEM),-,-,-,-,"1,690",73.38%
Governor and Lieutenant Governor,J019,Darcy G. Richardson (REF),-,-,-,-,9,0.39%
Governor and Lieutenant Governor,J019,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,4,0.17%
Governor and Lieutenant Governor,J019,Ryan Christopher Foley (NPA),-,-,-,-,3,0.13%
Governor and Lieutenant Governor,J019,Bruce Stanley (NPA),-,-,-,-,2,0.09%
Governor and Lieutenant Governor,J019,WRITE-IN (NON),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J020,Ron DeSantis (REP),-,-,-,-,165,17.95%
Governor and Lieutenant Governor,J020,Andrew Gillum (DEM),-,-,-,-,745,81.07%
Governor and Lieutenant Governor,J020,Darcy G. Richardson (REF),-,-,-,-,5,0.54%
Governor and Lieutenant Governor,J020,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,2,0.22%
Governor and Lieutenant Governor,J020,Ryan Christopher Foley (NPA),-,-,-,-,2,0.22%
Governor and Lieutenant Governor,J020,Bruce Stanley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J020,WRITE-IN (NON),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J021,Ron DeSantis (REP),148,139,175,0,462,29.56%
Governor and Lieutenant Governor,J021,Andrew Gillum (DEM),-,-,-,-,"1,083",69.29%
Governor and Lieutenant Governor,J021,Darcy G. Richardson (REF),-,-,-,-,9,0.58%
Governor and Lieutenant Governor,J021,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,3,0.19%
Governor and Lieutenant Governor,J021,Ryan Christopher Foley (NPA),-,-,-,-,1,0.06%
Governor and Lieutenant Governor,J021,Bruce Stanley (NPA),-,-,-,-,4,0.26%
Governor and Lieutenant Governor,J021,WRITE-IN (NON),-,-,-,-,1,0.06%
Governor and Lieutenant Governor,J022,Ron DeSantis (REP),-,-,-,-,393,26.06%
Governor and Lieutenant Governor,J022,Andrew Gillum (DEM),-,-,-,-,"1,110",73.61%
Governor and Lieutenant Governor,J022,Darcy G. Richardson (REF),-,-,-,-,2,0.13%
Governor and Lieutenant Governor,J022,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,2,0.13%
Governor and Lieutenant Governor,J022,Ryan Christopher Foley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J022,Bruce Stanley (NPA),-,-,-,-,1,0.07%
Governor and Lieutenant Governor,J022,WRITE-IN (NON),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J023,Ron DeSantis (REP),148,63,69,0,280,30.47%
Governor and Lieutenant Governor,J023,Andrew Gillum (DEM),-,-,-,-,628,68.34%
Governor and Lieutenant Governor,J023,Darcy G. Richardson (REF),-,-,-,-,6,0.65%
Governor and Lieutenant Governor,J023,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,3,0.33%
Governor and Lieutenant Governor,J023,Ryan Christopher Foley (NPA),-,-,-,-,1,0.11%
Governor and Lieutenant Governor,J023,Bruce Stanley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J023,WRITE-IN (NON),-,-,-,-,1,0.11%
Governor and Lieutenant Governor,J024,Ron DeSantis (REP),58,80,57,0,195,25.73%
Governor and Lieutenant Governor,J024,Andrew Gillum (DEM),-,-,-,-,561,74.01%
Governor and Lieutenant Governor,J024,Darcy G. Richardson (REF),-,-,-,-,2,0.26%
Governor and Lieutenant Governor,J024,"Kyle ""KC"" Gibson (NPA)",0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J024,Ryan Christopher Foley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J024,Bruce Stanley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,J024,WRITE-IN (NON),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K001,Ron DeSantis (REP),15,14,13,0,42,5.18%
Governor and Lieutenant Governor,K001,Andrew Gillum (DEM),-,-,-,-,769,94.82%
Governor and Lieutenant Governor,K001,Darcy G. Richardson (REF),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K001,"Kyle ""KC"" Gibson (NPA)",0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K001,Ryan Christopher Foley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K001,Bruce Stanley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K001,WRITE-IN (NON),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K002,Ron DeSantis (REP),-,-,-,-,37,3.82%
Governor and Lieutenant Governor,K002,Andrew Gillum (DEM),-,-,-,-,929,95.97%
Governor and Lieutenant Governor,K002,Darcy G. Richardson (REF),-,-,-,-,1,0.10%
Governor and Lieutenant Governor,K002,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,1,0.10%
Governor and Lieutenant Governor,K002,Ryan Christopher Foley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K002,Bruce Stanley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K002,WRITE-IN (NON),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K003,Ron DeSantis (REP),-,-,-,-,79,4.27%
Governor and Lieutenant Governor,K003,Andrew Gillum (DEM),-,-,-,-,"1,771",95.68%
Governor and Lieutenant Governor,K003,Darcy G. Richardson (REF),-,-,-,-,1,0.05%
Governor and Lieutenant Governor,K003,"Kyle ""KC"" Gibson (NPA)",0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K003,Ryan Christopher Foley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K003,Bruce Stanley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K003,WRITE-IN (NON),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K004,Ron DeSantis (REP),14,13,17,0,44,3.45%
Governor and Lieutenant Governor,K004,Andrew Gillum (DEM),-,-,-,-,"1,223",96.00%
Governor and Lieutenant Governor,K004,Darcy G. Richardson (REF),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K004,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,2,0.16%
Governor and Lieutenant Governor,K004,Ryan Christopher Foley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K004,Bruce Stanley (NPA),-,-,-,-,4,0.31%
Governor and Lieutenant Governor,K004,WRITE-IN (NON),-,-,-,-,1,0.08%
Governor and Lieutenant Governor,K005,Ron DeSantis (REP),-,-,-,-,26,3.01%
Governor and Lieutenant Governor,K005,Andrew Gillum (DEM),-,-,-,-,838,96.99%
Governor and Lieutenant Governor,K005,Darcy G. Richardson (REF),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K005,"Kyle ""KC"" Gibson (NPA)",0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K005,Ryan Christopher Foley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K005,Bruce Stanley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K005,WRITE-IN (NON),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K006,Ron DeSantis (REP),-,-,-,-,41,3.69%
Governor and Lieutenant Governor,K006,Andrew Gillum (DEM),-,-,-,-,"1,069",96.22%
Governor and Lieutenant Governor,K006,Darcy G. Richardson (REF),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K006,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,1,0.09%
Governor and Lieutenant Governor,K006,Ryan Christopher Foley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K006,Bruce Stanley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K006,WRITE-IN (NON),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K007,Ron DeSantis (REP),-,-,-,-,21,1.95%
Governor and Lieutenant Governor,K007,Andrew Gillum (DEM),-,-,-,-,"1,055",97.87%
Governor and Lieutenant Governor,K007,Darcy G. Richardson (REF),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K007,"Kyle ""KC"" Gibson (NPA)",-,-,-,-,2,0.19%
Governor and Lieutenant Governor,K007,Ryan Christopher Foley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K007,Bruce Stanley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K007,WRITE-IN (NON),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K008,Ron DeSantis (REP),10,21,22,0,53,5.72%
Governor and Lieutenant Governor,K008,Andrew Gillum (DEM),177,260,436,0,873,94.17%
Governor and Lieutenant Governor,K008,Darcy G. Richardson (REF),-,-,-,-,1,0.11%
Governor and Lieutenant Governor,K008,"Kyle ""KC"" Gibson (NPA)",0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K008,Ryan Christopher Foley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K008,Bruce Stanley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K008,WRITE-IN (NON),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K009,Ron DeSantis (REP),31,33,46,0,110,10.15%
Governor and Lieutenant Governor,K009,Andrew Gillum (DEM),-,-,-,-,974,89.85%
Governor and Lieutenant Governor,K009,Darcy G. Richardson (REF),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K009,"Kyle ""KC"" Gibson (NPA)",0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K009,Ryan Christopher Foley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K009,Bruce Stanley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K009,WRITE-IN (NON),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K010,Ron DeSantis (REP),-,-,-,-,32,8.00%
Governor and Lieutenant Governor,K010,Andrew Gillum (DEM),-,-,-,-,368,92.00%
Governor and Lieutenant Governor,K010,Darcy G. Richardson (REF),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K010,"Kyle ""KC"" Gibson (NPA)",0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K010,Ryan Christopher Foley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K010,Bruce Stanley (NPA),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K010,WRITE-IN (NON),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K011,Ron DeSantis (REP),39,10,18,0,67,6.27%
Governor and Lieutenant Governor,K011,Andrew Gillum (DEM),298,216,486,0,"1,000",93.55%
Governor and Lieutenant Governor,K011,Darcy G. Richardson (REF),0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K011,"Kyle ""KC"" Gibson (NPA)",0,0,0,0,0,0.00%
Governor and Lieutenant Governor,K011,Ryan Christopher Foley (NPA),-,-,-,-,2,0.19%
